Clause_ID,Clause_Text,Category,Subcategory,Vulnerability_Level,Annotation_Notes,Key_Terms,Clause_Context,Policy_Type,Vulnerability_Score
C2076,"Evidence Based Clinical Practice means process of making clinical decisions for Inpatient Care
using current best evidence in conjugation with clinical expertise.",Coverage,Treatment Approach,Low,The clause describes the method for making clinical decisions for inpatient care based on current best evidence and clinical expertise.,"['Evidence Based Clinical Practice', 'Inpatient Care', 'current best evidence', 'clinical expertise']",moderate Coverage,Health,2
C2077,"e-Consultation means opinion from a Medical Practitioner who holds a valid registration from the
medical council of any state or medical council of India or council for Indian medicine or for
homeopathy set up by the Government of India or a state government and is thereby entitled to
practice medicine within its jurisdiction; and is acting within the scope and jurisdiction of his license.",Coverage,Professional Qualifications,Low,This clause defines the qualifications of the medical practitioner eligible for e-consultation under the health insurance policy.,"['e-Consultation', 'Medical Practitioner', 'Medical Council', 'India', 'Council for Indian medicine', 'Homeopathy', 'Government', 'License']",moderate Coverage,Health,2
C2078,"Family Floater Policy means a Policy described as such in the Policy Schedule where the family
members (two or more) named in the Policy Schedule are Insured Persons under this Policy.",Coverage,Policy Definition,Low,No specific vulnerability or ambiguity found,"['Family Floater Policy', 'Policy Schedule', 'Family members', 'Insured Persons']",low Coverage,Health,1
C2079,"Only the
following family members can be covered under a Family Floater Policy:
a.",Coverage,Family Members Covered,Medium,This clause specifies the family members eligible for coverage under a Family Floater Policy,"['Family Floater Policy', 'Family Members', 'Covered']",high Coverage,Health,3
C2080,"Primary Insured Person; and/or
b.",Coverage,Definition,Low,Defines the primary insured person,['Primary Insured Person'],low Coverage,Health,1
C2081,"Primary Insured Person’s legally married spouse (for as long as she/he continues to be married to
the Primary Insured Person); and/or
c. Primary Insured Person’s children who are less than 25 years of Age on the commencement of the
Policy Period (a maximum 4 children can be covered under the Policy as Insured Persons).",Coverage,Dependent Coverage,Medium,This clause specifies the individuals who can be covered under the health insurance policy as dependents of the primary insured person.,"['Primary Insured Person', 'Spouse', 'Married', 'Children', 'Age', 'Policy Period', 'Insured Persons', 'Maximum 4 children']",high Coverage,Health,3
C2082,"First Policy means for the purposes of this Policy the Policy Schedule issued to the Policyholder at
the time of inception of the first Policy mentioned in the Policy Schedule with Us.",Coverage,Policy Definition,Low,Defines the meaning of the term 'First Policy' in the context of this policy,"['First Policy', 'Policy Schedule', 'Policyholder', 'inception']",moderate Coverage,Health,2
C2083,"Information Summary Sheet means the information and details provided to Us or Our
representatives over the telephone for the purposes of applying for this Policy which has been
recorded by Us and confirmed by You.",Coverage,Application Process,Low,This clause pertains to the information provided during the application process and its recording by the insurance company.,"['Information Summary Sheet', 'telephone', 'applying for this Policy', 'recorded by Us', 'confirmed by You']",moderate Coverage,Health,2
C2084,"Individual Policy means a Policy described as such in the Policy Schedule where the individual
named in the Policy Schedule is the Insured Person under this Policy.",Coverage,Policy Definition,Low,This clause defines the type of policy and the individual it covers,"['Individual Policy', 'Policy Schedule', 'Insured Person']",moderate Coverage,Health,2
C2085,Insured Event means any event specifically mentioned as covered under this Policy.,Coverage,Definition,Low,Defines the term 'Insured Event' in the context of this policy.,"['Insured Event', 'covered', 'Policy']",low Coverage,Health,1
C2086,Insured Person means person(s) named as insured persons in the Policy Schedule.,Definition,Insured Person,Low,,"['Insured Person', 'Policy Schedule']",low Coverage,Health,1
C2087,IRDAI means the Insurance Regulatory and Development Authority of India.,Definitions,Regulatory Body,Low,This clause provides a definition of the regulatory body overseeing the insurance industry in India.,"['IRDAI', 'Insurance Regulatory and Development Authority of India']",low Coverage,Health,1
C2088,"Mental Illness means a substantial disorder of thinking, mood, perception, orientation or memory
that grossly impairs judgment, behaviour, capacity to recognise reality or ability to meet the ordinary
demands of life, mental conditions associated with the abuse of alcohol and drugs, but does not
include mental retardation which is a condition of arrested or incomplete development of mind of a
person, specially characterised by subnormality of intelligence.",Mental Health,Definitions,High,This clause defines what is considered as Mental Illness in the context of health insurance.,"['Mental Illness', 'substantial disorder', 'thinking', 'mood', 'perception', 'orientation', 'memory', 'grossly impairs', 'judgment', 'behaviour', 'capacity to recognise reality', 'ability to meet the ordinary demands of life', 'mental conditions associated with the abuse of alcohol and drugs', 'does not include', 'mental retardation', 'condition of arrested or incomplete development of mind', 'person', 'subnormality of intelligence']",high Exclusion,Health,3
C2089,"Policy means these terms and conditions, the Policy Schedule (as amended from time to
time), Your statements in the Proposal and the Information Summary Sheet and any endorsements
attached by Us to the Policy from time to time.",Definitions,Policy Definition,Low,"Defines the policy in terms of terms and conditions, policy schedule, proposal, information summary sheet, and endorsements.","['Policy', 'Terms and conditions', 'Policy Schedule', 'Proposal', 'Information Summary Sheet', 'Endorsements']",low Coverage,Health,1
C2090,"Policy Period is the period between the inception date and the expiry date of the Policy as
specified in the Policy Schedule or the date of cancellation of this Policy, whichever is earlier.",Coverage,Policy Period,Low,This clause defines the duration of the insurance policy.,"['Policy Period', 'Inception date', 'Expiry date', 'Policy Schedule', 'Cancellation']",moderate Coverage,Health,2
C2091,"Policy Year means the period of one year commencing on the date of commencement specified in
the Policy Schedule or any anniversary thereof.",Coverage,Policy Period,Low,The clause defines the policy year and its duration.,"['Policy Year', 'Period', 'Commencement', 'Policy Schedule', 'Annuiversary']",moderate Coverage,Health,2
C2092,"Policy Schedule means a certificate issued by Us, and, if more than one, then the latest in time.",Coverage,Policy Details,Low,"The clause defines the Policy Schedule as a certificate issued by the insurer, and specifies that if there are multiple certificates, the latest one in time is considered.","['Policy Schedule', 'certificate', 'Us', 'latest in time']",low Coverage,Health,1
C2093,"The Policy Schedule contains details of the Policyholder, Insured Persons, the Sum Insured and
other relevant details related to the coverage.",Coverage,Policy Details,Low,"This clause provides information about the details included in the policy schedule, including the policyholder, insured persons, sum insured, and coverage-related details.","['Policy Schedule', 'Policyholder', 'Insured Persons', 'Sum Insured', 'Coverage']",low Coverage,Health,1
C2094,"Primary Insured Person means the Policyholder if he/she is covered under the Policy as an
Insured Person.",Coverage,Definition,Low,"This clause defines who the primary insured person is, typically the policyholder when covered under the policy.","['Primary Insured Person', 'Policyholder', 'Covered', 'Insured Person']",moderate Coverage,Health,2
C2095,"In case Policyholder is not an Insured Person, then Primary Insured Person will be
the eldest Insured Person covered under the Policy.",Coverage,Dependents,Low,This clause defines the eldest insured person as the primary insured person in case the policyholder is not an insured person.,"['Policyholder', 'Insured Person', 'Primary Insured Person', 'Eldest Insured Person', 'Policy']",moderate Coverage,Health,2
